"Gene","Driving_Comparison","LFC"
"ENSRNOG00000007984","THC_O3_vs_VEH",1.70714772433417
"ENSRNOG00000008036","THC_O3_vs_VEH",1.73828020657277
"ENSRNOG00000008039","THC_O3_vs_VEH",0.787200086531502
"ENSRNOG00000008049","THC_O3_vs_VEH",-0.317904260954658
"ENSRNOG00000008051","THC_O3_vs_VEH",0.608440178580097
"ENSRNOG00000008115","THC_O3_vs_VEH_O3",-0.736720606616835
"ENSRNOG00000008118","VEH_O3_vs_VEH",1.20964101691672
"ENSRNOG00000008141","VEH_O3_vs_VEH",-1.92608895246046
"ENSRNOG00000008156","VEH_O3_vs_VEH",0.449499544072232
"ENSRNOG00000008182","THC_vs_VEH_O3",4.02076503152533
"ENSRNOG00000008212","THC_O3_vs_VEH",-0.326884586311178
"ENSRNOG00000008235","THC_vs_VEH",-2.28366329410117
"ENSRNOG00000008256","THC_O3_vs_VEH_O3",-0.429957421251691
"ENSRNOG00000008271","VEH_O3_vs_VEH",0.662808383972512
"ENSRNOG00000008274","THC_O3_vs_VEH",0.714878531323371
"ENSRNOG00000008296","THC_O3_vs_VEH",-0.877713724656597
"ENSRNOG00000008298","THC_O3_vs_VEH",0.704945282655435
"ENSRNOG00000008301","THC_O3_vs_VEH",-0.483896621610899
"ENSRNOG00000008323","VEH_O3_vs_VEH",1.79454637963763
"ENSRNOG00000008331","THC_O3_vs_VEH",1.25818266059909
"ENSRNOG00000008332","THC_vs_VEH_O3",2.7108721420638
"ENSRNOG00000008354","THC_O3_vs_VEH",1.26325676154681
"ENSRNOG00000008378","THC_O3_vs_VEH",-0.580442229617167
"ENSRNOG00000008382","THC_O3_vs_VEH",1.66645167543615
"ENSRNOG00000008424","THC_O3_vs_VEH",0.531430858910642
"ENSRNOG00000008431","VEH_O3_vs_VEH",-1.67396302832544
"ENSRNOG00000008455","THC_O3_vs_VEH",0.648941945392995
"ENSRNOG00000008459","THC_O3_vs_VEH",-0.837872237200006
"ENSRNOG00000008471","THC_O3_vs_VEH",1.39687732255387
"ENSRNOG00000008478","THC_vs_VEH_O3",3.156676900354
"ENSRNOG00000008510","THC_O3_vs_VEH",1.04981844541869
"ENSRNOG00000008513","VEH_O3_vs_VEH",1.73982672059165
"ENSRNOG00000008553","THC_O3_vs_VEH",1.39257420584237
"ENSRNOG00000008555","THC_O3_vs_VEH",-0.862946981456874
"ENSRNOG00000008569","THC_O3_vs_VEH",-0.724508617221338
"ENSRNOG00000008598","THC_O3_vs_VEH",0.745462669030237
"ENSRNOG00000008605","THC_O3_vs_VEH",-0.808810560959889
"ENSRNOG00000008607","THC_O3_vs_VEH",0.421928273525604
"ENSRNOG00000008616","THC_O3_vs_VEH",1.24311148014301
"ENSRNOG00000008652","THC_O3_vs_VEH",1.01348910250293
"ENSRNOG00000008678","VEH_O3_vs_VEH",1.75363921240944
"ENSRNOG00000008688","VEH_O3_vs_VEH",0.64091949527112
"ENSRNOG00000008689","VEH_O3_vs_VEH",0.616500439812096
"ENSRNOG00000008728","VEH_O3_vs_VEH",1.5419019119927
"ENSRNOG00000008733","THC_O3_vs_VEH",-0.883575154681919
"ENSRNOG00000008734","THC_O3_vs_VEH",0.485055447574605
"ENSRNOG00000008749","THC_O3_vs_VEH",1.03688372853416
"ENSRNOG00000008862","VEH_O3_vs_VEH",1.20087636030274
"ENSRNOG00000008869","THC_O3_vs_VEH",1.48947159186908
"ENSRNOG00000008880","THC_O3_vs_VEH",1.86947201225577
"ENSRNOG00000008891","THC_O3_vs_VEH",-0.669540375545756
"ENSRNOG00000008912","THC_O3_vs_VEH",0.4905818652112
"ENSRNOG00000008924","THC_O3_vs_VEH",0.799982074511284
"ENSRNOG00000008981","THC_O3_vs_VEH",0.27796430705635
"ENSRNOG00000009028","THC_O3_vs_VEH",-0.449743262481708
"ENSRNOG00000009039","THC_O3_vs_VEH",0.518836853193239
"ENSRNOG00000009045","THC_O3_vs_VEH",0.714844522093974
"ENSRNOG00000009110","THC_O3_vs_VEH",0.710464186677768
"ENSRNOG00000009134","THC_O3_vs_VEH",-0.528322788478633
"ENSRNOG00000009139","THC_O3_vs_VEH",0.616856390593055
"ENSRNOG00000009183","THC_O3_vs_VEH",-0.414680283465831
"ENSRNOG00000009207","VEH_O3_vs_VEH",0.7978035022269
"ENSRNOG00000009240","VEH_O3_vs_VEH",-1.36999284821526
"ENSRNOG00000009253","THC_O3_vs_VEH",2.02628092792216
"ENSRNOG00000009264","VEH_O3_vs_VEH",0.568718947891022
"ENSRNOG00000009274","THC_O3_vs_VEH",0.584104997134329
"ENSRNOG00000009280","THC_O3_vs_VEH",-0.592083418405977
"ENSRNOG00000009281","VEH_O3_vs_VEH",-0.685215751019086
"ENSRNOG00000009291","THC_O3_vs_VEH",0.699605749280343
"ENSRNOG00000009300","THC_O3_vs_VEH",2.04219883034411
"ENSRNOG00000009371","THC_O3_vs_VEH",1.23498626946492
"ENSRNOG00000009381","THC_O3_vs_VEH",0.355733697181432
"ENSRNOG00000009403","THC_O3_vs_VEH",1.44309301321216
"ENSRNOG00000009412","VEH_O3_vs_VEH",0.905442413523508
"ENSRNOG00000009431","THC_O3_vs_VEH",1.51352704128609
"ENSRNOG00000009436","THC_vs_VEH",-1.58074793058246
"ENSRNOG00000009470","THC_O3_vs_VEH",1.17100564217054
"ENSRNOG00000009474","THC_O3_vs_VEH",0.426649255444423
"ENSRNOG00000009478","THC_O3_vs_VEH",1.06719294608071
"ENSRNOG00000009536","THC_O3_vs_VEH",-0.74419548482412
"ENSRNOG00000009549","THC_O3_vs_VEH",0.600855132068656
"ENSRNOG00000009609","THC_O3_vs_VEH",0.700635742346752
"ENSRNOG00000009636","THC_O3_vs_VEH",-1.33423610283738
"ENSRNOG00000009663","THC_O3_vs_VEH",-0.70680598616585
"ENSRNOG00000009673","THC_O3_vs_VEH",0.911495117384787
"ENSRNOG00000009715","THC_vs_VEH_O3",1.28910187956435
"ENSRNOG00000009736","THC_O3_vs_VEH",-0.767936653081443
"ENSRNOG00000009739","VEH_O3_vs_VEH",0.746139983020832
"ENSRNOG00000009760","THC_O3_vs_VEH",-0.703309325873247
"ENSRNOG00000009785","THC_O3_vs_VEH",-0.94750801007055
"ENSRNOG00000009789","VEH_O3_vs_VEH",0.954872213745733
"ENSRNOG00000009805","THC_O3_vs_VEH",1.00261175348173
"ENSRNOG00000009811","THC_vs_VEH_O3",0.343524222904196
"ENSRNOG00000009823","THC_O3_vs_VEH",-0.70399367864781
"ENSRNOG00000009851","THC_O3_vs_VEH",0.622231917991168
"ENSRNOG00000009856","THC_O3_vs_VEH",0.88309855963064
"ENSRNOG00000009878","THC_O3_vs_VEH",-0.94176533647495
"ENSRNOG00000009891","THC_O3_vs_VEH",0.578657133804841
"ENSRNOG00000009894","THC_O3_vs_VEH",1.20250167719113
"ENSRNOG00000009930","VEH_O3_vs_VEH",0.651222382231657
"ENSRNOG00000009936","THC_O3_vs_VEH",0.721280331077909
"ENSRNOG00000009957","THC_O3_vs_VEH",1.08597660124343
"ENSRNOG00000009960","THC_O3_vs_VEH",-0.367019037117479
"ENSRNOG00000009977","VEH_O3_vs_VEH",0.446608488026762
"ENSRNOG00000009987","THC_O3_vs_VEH",0.52801596433636
"ENSRNOG00000009995","THC_O3_vs_VEH",1.24785322454451
"ENSRNOG00000010005","THC_O3_vs_VEH",0.494075181544024
"ENSRNOG00000010007","THC_O3_vs_VEH",-0.432731697964116
"ENSRNOG00000010028","THC_O3_vs_VEH",-0.30242287961637
"ENSRNOG00000010031","THC_O3_vs_THC",1.19325467304558
"ENSRNOG00000010064","THC_O3_vs_VEH",1.5810538616382
"ENSRNOG00000010067","THC_O3_vs_VEH",-0.525801396383607
"ENSRNOG00000010105","THC_O3_vs_VEH",-0.913468957276291
"ENSRNOG00000010109","VEH_O3_vs_VEH",0.998712340775524
"ENSRNOG00000010119","THC_O3_vs_VEH",1.00126912263773
"ENSRNOG00000010125","THC_O3_vs_VEH",0.549486910768646
"ENSRNOG00000010133","THC_vs_VEH",-0.850212998587446
"ENSRNOG00000010155","THC_O3_vs_VEH",0.339620790893608
"ENSRNOG00000010180","THC_O3_vs_VEH",-0.468141078286812
"ENSRNOG00000010181","VEH_O3_vs_VEH",-1.81960713767709
"ENSRNOG00000010194","THC_O3_vs_VEH",-0.612278350828634
"ENSRNOG00000010209","THC_O3_vs_VEH",-0.808829725883869
"ENSRNOG00000010217","THC_O3_vs_VEH",1.15409799523733
"ENSRNOG00000010234","THC_O3_vs_VEH",0.748182663858405
"ENSRNOG00000010235","THC_O3_vs_VEH",-0.598292368793673
"ENSRNOG00000010240","THC_O3_vs_VEH",1.11404111480375
"ENSRNOG00000010282","VEH_O3_vs_VEH",-1.15107718971761
"ENSRNOG00000010299","THC_O3_vs_VEH",0.860132682169851
"ENSRNOG00000010344","THC_O3_vs_VEH",1.96331781816199
"ENSRNOG00000010379","THC_O3_vs_VEH",0.572792144779453
"ENSRNOG00000010396","VEH_O3_vs_VEH",0.592315290442239
"ENSRNOG00000010417","VEH_O3_vs_VEH",1.43906735718279
"ENSRNOG00000010420","THC_O3_vs_VEH",-0.640718651653212
"ENSRNOG00000010479","THC_O3_vs_VEH",0.975562458502358
"ENSRNOG00000010489","THC_O3_vs_VEH",0.65550137584065
"ENSRNOG00000010496","THC_O3_vs_VEH",0.76795493362824
"ENSRNOG00000010533","THC_O3_vs_VEH",0.655217171673261
"ENSRNOG00000010536","THC_O3_vs_VEH",1.40529093904114
"ENSRNOG00000010540","THC_O3_vs_VEH",-0.41997743232536
"ENSRNOG00000010553","VEH_O3_vs_VEH",1.38352025105756
"ENSRNOG00000010556","VEH_O3_vs_VEH",1.24025726340951
"ENSRNOG00000010591","THC_O3_vs_VEH",0.525131220950562
"ENSRNOG00000010626","THC_vs_VEH_O3",1.92695664621974
"ENSRNOG00000010650","THC_O3_vs_VEH",1.4609159902029
"ENSRNOG00000010682","THC_O3_vs_VEH",1.13998950602582
"ENSRNOG00000010688","VEH_O3_vs_VEH",-1.29935120918726
"ENSRNOG00000010727","THC_O3_vs_VEH",-0.375946370512366
"ENSRNOG00000010732","THC_O3_vs_VEH",-0.570478466353265
"ENSRNOG00000010758","THC_O3_vs_VEH",1.34079123420255
"ENSRNOG00000010761","THC_O3_vs_VEH",-0.885049214123445
"ENSRNOG00000010768","THC_O3_vs_VEH",0.752673636535088
"ENSRNOG00000010807","VEH_O3_vs_VEH",-0.69665430671996
"ENSRNOG00000010819","THC_O3_vs_VEH",1.54013006999662
"ENSRNOG00000010827","THC_O3_vs_VEH",1.16119069006867
"ENSRNOG00000010843","THC_O3_vs_VEH",0.948253927366867
"ENSRNOG00000010852","VEH_O3_vs_VEH",0.458905494693147
"ENSRNOG00000010855","VEH_O3_vs_VEH",-0.70916565935075
"ENSRNOG00000010859","VEH_O3_vs_VEH",0.675813273628598
"ENSRNOG00000010892","VEH_O3_vs_VEH",0.546696830008112
"ENSRNOG00000010895","THC_O3_vs_VEH",0.41277876593681
"ENSRNOG00000010910","THC_O3_vs_VEH",-0.292683490514342
"ENSRNOG00000010912","THC_O3_vs_VEH",-0.68040009891938
"ENSRNOG00000010919","THC_O3_vs_VEH",0.774326604056603
"ENSRNOG00000010977","THC_vs_VEH_O3",3.98541446576888
"ENSRNOG00000010986","THC_vs_VEH_O3",1.1477656126128
"ENSRNOG00000010996","THC_O3_vs_VEH",1.29468333156319
"ENSRNOG00000011009","THC_O3_vs_VEH",1.33498428657698
"ENSRNOG00000011058","THC_O3_vs_VEH",0.589759955413946
"ENSRNOG00000011059","THC_O3_vs_VEH",1.05793337151268
"ENSRNOG00000011063","THC_O3_vs_VEH",1.38721436143777
"ENSRNOG00000011066","THC_O3_vs_VEH",0.760743649244212
"ENSRNOG00000011071","VEH_O3_vs_VEH",0.605800777471535
"ENSRNOG00000011073","THC_O3_vs_VEH",0.647012927793741
"ENSRNOG00000011093","THC_O3_vs_VEH",-0.544849906496127
"ENSRNOG00000011104","THC_O3_vs_VEH",-0.678390673516415
"ENSRNOG00000011124","THC_O3_vs_VEH",0.62218223863523
"ENSRNOG00000011137","THC_O3_vs_VEH",0.957624437514443
"ENSRNOG00000011138","THC_O3_vs_VEH",-0.766104132442195
"ENSRNOG00000011157","THC_O3_vs_VEH",0.658892975799387
"ENSRNOG00000011162","THC_O3_vs_VEH",-0.64667471885756
"ENSRNOG00000011205","VEH_O3_vs_VEH",-2.40924820175676
"ENSRNOG00000011207","THC_O3_vs_VEH",-1.83882389927088
"ENSRNOG00000011211","VEH_O3_vs_VEH",1.58180328022025
"ENSRNOG00000011214","THC_O3_vs_VEH",-0.720447385401271
"ENSRNOG00000011222","THC_O3_vs_VEH",-0.56366139287168
"ENSRNOG00000011238","THC_O3_vs_VEH",1.13208742807897
"ENSRNOG00000011253","THC_O3_vs_VEH",-0.888960408668091
"ENSRNOG00000011263","THC_O3_vs_VEH",-0.959765477667483
"ENSRNOG00000011279","THC_O3_vs_VEH",-1.14714018395885
"ENSRNOG00000011339","THC_O3_vs_VEH",0.776979307370912
"ENSRNOG00000011341","THC_O3_vs_VEH",1.49829345494698
"ENSRNOG00000011358","THC_O3_vs_VEH",1.09817536455821
"ENSRNOG00000011383","THC_O3_vs_VEH",-0.750778459232188
"ENSRNOG00000011387","VEH_O3_vs_VEH",1.58537039760813
"ENSRNOG00000011391","THC_O3_vs_VEH",0.661897202072045
"ENSRNOG00000011431","THC_O3_vs_VEH",0.667884724290299
"ENSRNOG00000011455","THC_O3_vs_VEH",1.10210235332732
"ENSRNOG00000011463","THC_O3_vs_VEH",-0.417676794620568
"ENSRNOG00000011470","THC_O3_vs_VEH",0.924331078185032
"ENSRNOG00000011483","THC_O3_vs_VEH",-1.76027799941206
"ENSRNOG00000011491","THC_O3_vs_VEH",0.894827353209779
"ENSRNOG00000011494","THC_O3_vs_VEH",-0.909576199540883
"ENSRNOG00000011540","THC_O3_vs_VEH",-0.445645746864183
"ENSRNOG00000011557","VEH_O3_vs_VEH",-1.90662763461417
"ENSRNOG00000011582","THC_vs_VEH",-0.655449314075884
"ENSRNOG00000011613","THC_O3_vs_VEH",0.537362203569438
"ENSRNOG00000011617","THC_O3_vs_VEH",-0.452490738211115
"ENSRNOG00000011619","VEH_O3_vs_VEH",1.01235152711069
"ENSRNOG00000011625","THC_O3_vs_VEH",1.20565383285933
"ENSRNOG00000011639","THC_O3_vs_VEH",-0.611438861491009
"ENSRNOG00000011647","THC_O3_vs_THC",-1.17931848373135
"ENSRNOG00000011669","THC_O3_vs_VEH",-0.504805356426833
"ENSRNOG00000011684","THC_O3_vs_VEH",-0.6334050146021
"ENSRNOG00000011690","VEH_O3_vs_VEH",1.02889856488189
"ENSRNOG00000011696","VEH_O3_vs_VEH",1.10837338058607
"ENSRNOG00000011732","THC_O3_vs_VEH",-0.545704911566067
"ENSRNOG00000011817","THC_O3_vs_VEH",-0.702756460800357
"ENSRNOG00000011821","THC_vs_VEH_O3",5.70215498970113
"ENSRNOG00000011829","THC_O3_vs_VEH",0.851283382154444
"ENSRNOG00000011854","THC_O3_vs_VEH",1.54960282133121
"ENSRNOG00000011857","THC_O3_vs_VEH",0.513186984963083
"ENSRNOG00000011865","THC_O3_vs_VEH",-0.735448483273564
"ENSRNOG00000011884","THC_O3_vs_VEH",0.716611556819411
"ENSRNOG00000011885","THC_O3_vs_VEH",1.34020905988781
"ENSRNOG00000011933","THC_O3_vs_VEH",-0.407119973965546
"ENSRNOG00000011953","THC_O3_vs_VEH",0.404640600582507
"ENSRNOG00000011955","VEH_O3_vs_VEH",-1.21329565828262
"ENSRNOG00000012002","THC_O3_vs_VEH",0.792748878929864
"ENSRNOG00000012081","VEH_O3_vs_VEH",-0.793974940466203
"ENSRNOG00000012091","THC_O3_vs_VEH",-0.662404800575465
"ENSRNOG00000012151","THC_O3_vs_VEH",1.27145527790886
"ENSRNOG00000012155","THC_O3_vs_VEH",-1.64583095049994
"ENSRNOG00000012160","THC_vs_VEH",-1.14776578372499
"ENSRNOG00000012213","THC_O3_vs_VEH",-0.479827665470656
"ENSRNOG00000012262","VEH_O3_vs_VEH",1.19759559533967
"ENSRNOG00000012271","VEH_O3_vs_VEH",0.538258838143923
"ENSRNOG00000012307","VEH_O3_vs_VEH",1.96600369401627
"ENSRNOG00000012314","THC_O3_vs_VEH",-0.796267046068592
"ENSRNOG00000012322","THC_O3_vs_VEH",-0.447470944161975
"ENSRNOG00000012368","THC_O3_vs_VEH",-0.855226806168638
"ENSRNOG00000012386","THC_O3_vs_VEH",1.23399181980236
"ENSRNOG00000012410","THC_O3_vs_VEH_O3",-0.961666075606776
"ENSRNOG00000012424","THC_O3_vs_VEH",1.81657800608113
"ENSRNOG00000012436","THC_vs_VEH_O3",1.46071351557395
"ENSRNOG00000012475","THC_vs_VEH",-0.597225475969046
"ENSRNOG00000012503","THC_O3_vs_VEH",0.927947744778422
"ENSRNOG00000012512","THC_O3_vs_VEH_O3",0.429506979812157
"ENSRNOG00000012521","VEH_O3_vs_VEH",1.0509965990174
"ENSRNOG00000012546","THC_O3_vs_VEH",1.27832822325872
"ENSRNOG00000012557","THC_vs_VEH",-1.81131087865173
"ENSRNOG00000012584","THC_O3_vs_VEH",-0.834461396592698
"ENSRNOG00000012634","VEH_O3_vs_VEH",0.529131071514891
"ENSRNOG00000012644","THC_O3_vs_VEH",0.790418982580182
"ENSRNOG00000012697","THC_O3_vs_VEH",-0.892616313654476
"ENSRNOG00000012722","THC_O3_vs_VEH",-0.944918792593636
"ENSRNOG00000012734","THC_O3_vs_VEH",-0.435310175629901
"ENSRNOG00000012736","THC_O3_vs_VEH",-0.703982938561837
"ENSRNOG00000012778","THC_O3_vs_VEH",-0.516487315408354
"ENSRNOG00000012798","THC_O3_vs_VEH",0.543987681113899
"ENSRNOG00000012812","THC_O3_vs_VEH",-0.44291099892261
"ENSRNOG00000012881","THC_vs_VEH_O3",1.48477139677034
"ENSRNOG00000012940","THC_O3_vs_VEH",0.864427600353559
"ENSRNOG00000012985","THC_O3_vs_VEH",-0.791514994883186
"ENSRNOG00000013045","THC_O3_vs_VEH",1.20175090070355
"ENSRNOG00000013055","THC_O3_vs_VEH",0.651538937378035
"ENSRNOG00000013089","THC_O3_vs_VEH",2.00397768438186
"ENSRNOG00000013110","THC_O3_vs_VEH",-0.77121404691587
"ENSRNOG00000013118","THC_O3_vs_VEH",-0.958386587991735
"ENSRNOG00000013140","THC_O3_vs_VEH",2.13312652010424
"ENSRNOG00000013177","VEH_O3_vs_VEH",1.0432387811417
"ENSRNOG00000013220","VEH_O3_vs_VEH",-0.772802447613674
"ENSRNOG00000013252","THC_O3_vs_VEH",-0.44162652328078
"ENSRNOG00000013254","THC_O3_vs_VEH",-0.516336011333897
"ENSRNOG00000013255","THC_O3_vs_VEH",-0.588445597806308
"ENSRNOG00000013271","THC_O3_vs_VEH",0.56491183270239
"ENSRNOG00000013281","THC_O3_vs_VEH",1.19076767054278
"ENSRNOG00000013305","VEH_O3_vs_VEH",0.50491571940624
"ENSRNOG00000013314","THC_O3_vs_VEH",1.19297132376717
"ENSRNOG00000013326","VEH_O3_vs_VEH",0.755973966596226
"ENSRNOG00000013351","THC_vs_VEH_O3",0.395017959325572
"ENSRNOG00000013383","THC_O3_vs_VEH",-0.440414403931831
"ENSRNOG00000013386","THC_O3_vs_VEH",-0.721507970405775
"ENSRNOG00000013395","VEH_O3_vs_VEH",-1.18917114726448
"ENSRNOG00000013397","THC_O3_vs_VEH",1.21439682669243
"ENSRNOG00000013411","VEH_O3_vs_VEH",0.463543813298154
"ENSRNOG00000013422","THC_O3_vs_VEH",0.630264987818673
"ENSRNOG00000013443","THC_O3_vs_VEH",0.695185134976909
"ENSRNOG00000013460","THC_O3_vs_VEH",1.04988543397718
"ENSRNOG00000013491","THC_O3_vs_VEH",1.00111317529398
"ENSRNOG00000013545","THC_O3_vs_VEH",-0.561977626017271
"ENSRNOG00000013570","VEH_O3_vs_VEH",1.02331124132412
"ENSRNOG00000013602","THC_O3_vs_VEH",0.717689834367382
"ENSRNOG00000013624","THC_O3_vs_VEH",0.855508579227168
"ENSRNOG00000013679","VEH_O3_vs_VEH",1.09450274105216
"ENSRNOG00000013714","THC_O3_vs_VEH",-0.614915206805716
"ENSRNOG00000013718","THC_O3_vs_VEH",0.738721710348017
"ENSRNOG00000013763","THC_O3_vs_VEH",0.639488827903491
"ENSRNOG00000013774","VEH_O3_vs_VEH",0.818329403161373
"ENSRNOG00000013795","VEH_O3_vs_VEH",0.910406846674792
"ENSRNOG00000013802","THC_O3_vs_VEH",1.20403273742227
"ENSRNOG00000013837","THC_O3_vs_VEH",0.637982633167155
"ENSRNOG00000013841","VEH_O3_vs_VEH",0.947526384395174
"ENSRNOG00000013844","THC_O3_vs_VEH",1.0227920852972
"ENSRNOG00000013865","THC_O3_vs_VEH",0.617758617904329
"ENSRNOG00000013874","THC_O3_vs_VEH",-0.719171038070382
"ENSRNOG00000013912","VEH_O3_vs_VEH",0.439572182265204
"ENSRNOG00000013920","THC_O3_vs_VEH",1.56170348145049
"ENSRNOG00000013954","THC_O3_vs_VEH",-0.778675669957338
"ENSRNOG00000013956","THC_O3_vs_VEH",0.786805547026148
"ENSRNOG00000013963","THC_O3_vs_VEH",1.52530042860326
"ENSRNOG00000014007","THC_O3_vs_VEH",1.33508409050333
"ENSRNOG00000014008","THC_O3_vs_VEH",-0.774052656437774
"ENSRNOG00000014050","THC_O3_vs_VEH",-0.569031997631097
"ENSRNOG00000014099","VEH_O3_vs_VEH",-1.10512720179832
"ENSRNOG00000014130","THC_O3_vs_VEH",-0.589350016392335
"ENSRNOG00000014179","THC_O3_vs_VEH",-0.619474662678291
"ENSRNOG00000014180","THC_O3_vs_VEH",1.41555096997485
"ENSRNOG00000014193","VEH_O3_vs_VEH",1.17965821684921
"ENSRNOG00000014209","THC_O3_vs_VEH",0.715231546337386
"ENSRNOG00000014214","THC_O3_vs_VEH",-0.760475993751776
"ENSRNOG00000014234","THC_O3_vs_VEH",0.811131217854086
"ENSRNOG00000014252","THC_O3_vs_VEH",-0.330209933893991
"ENSRNOG00000014270","VEH_O3_vs_VEH",-0.357566549502632
"ENSRNOG00000014272","THC_O3_vs_VEH",-0.855585010162624
"ENSRNOG00000014316","THC_O3_vs_VEH",0.903018168060308
"ENSRNOG00000014317","THC_O3_vs_VEH",-0.573240904926011
"ENSRNOG00000014343","VEH_O3_vs_VEH",1.2359856361952
"ENSRNOG00000014352","THC_O3_vs_VEH",-0.498902005247114
"ENSRNOG00000014426","THC_vs_VEH_O3",2.88965292676157
"ENSRNOG00000014434","THC_O3_vs_VEH",0.704698032049079
"ENSRNOG00000014436","THC_O3_vs_VEH",0.523851885531333
"ENSRNOG00000014482","THC_O3_vs_VEH",0.477031273659293
"ENSRNOG00000014483","THC_O3_vs_VEH",0.841618995107831
"ENSRNOG00000014501","THC_O3_vs_VEH",0.372460707377156
"ENSRNOG00000014511","THC_O3_vs_VEH",1.35497507487672
"ENSRNOG00000014520","THC_O3_vs_VEH",-0.51298487658998
"ENSRNOG00000014521","THC_O3_vs_VEH",0.340605501195625
"ENSRNOG00000014538","THC_vs_VEH_O3",3.21569546273216
"ENSRNOG00000014568","THC_O3_vs_VEH",-0.781631469937293
"ENSRNOG00000014581","THC_O3_vs_VEH",-0.649044627513891
"ENSRNOG00000014605","THC_O3_vs_VEH",1.30165321012524
"ENSRNOG00000014616","VEH_O3_vs_VEH",0.438248361674384
"ENSRNOG00000014618","THC_O3_vs_VEH",-0.619315322633631
"ENSRNOG00000014659","THC_O3_vs_VEH",-0.533510432245209
"ENSRNOG00000014664","THC_O3_vs_VEH",0.435831793027067
"ENSRNOG00000014675","THC_O3_vs_VEH",0.744374282546894
"ENSRNOG00000014739","THC_O3_vs_THC",-1.7581787593773
"ENSRNOG00000014750","THC_O3_vs_VEH",1.42731668846048
"ENSRNOG00000014768","THC_O3_vs_VEH",1.73196631703911
"ENSRNOG00000014791","THC_O3_vs_VEH",0.682689741993256
"ENSRNOG00000014834","THC_O3_vs_VEH",0.563544001719926
"ENSRNOG00000014835","THC_vs_VEH_O3",1.73146365346371
"ENSRNOG00000014836","THC_O3_vs_VEH",0.441186981385031
"ENSRNOG00000014844","THC_O3_vs_VEH",1.50004574127409
"ENSRNOG00000014866","THC_O3_vs_VEH",0.724052615743926
"ENSRNOG00000014915","THC_vs_VEH",-0.993709797085347
"ENSRNOG00000014960","VEH_O3_vs_VEH",1.27099242949598
"ENSRNOG00000014966","THC_O3_vs_VEH",-0.482698986785092
"ENSRNOG00000014975","THC_O3_vs_VEH",2.47595167925207
"ENSRNOG00000014980","THC_O3_vs_VEH",-0.390506281265219
"ENSRNOG00000014992","THC_O3_vs_VEH",0.737250801721055
"ENSRNOG00000015124","THC_O3_vs_VEH",0.827192418156883
"ENSRNOG00000015133","THC_O3_vs_VEH",1.61528117552035
"ENSRNOG00000015196","VEH_O3_vs_VEH",1.22356941398318
"ENSRNOG00000015201","THC_vs_VEH",-1.37950390560558
"ENSRNOG00000015205","THC_O3_vs_VEH",-0.773314890867249
"ENSRNOG00000015231","THC_O3_vs_VEH",-0.460187420024741
"ENSRNOG00000015277","THC_O3_vs_VEH",-1.01652887934171
"ENSRNOG00000015288","THC_O3_vs_VEH",0.852537360615746
"ENSRNOG00000015294","THC_O3_vs_VEH",-0.608373971280474
"ENSRNOG00000015301","THC_O3_vs_VEH",0.573635688669727
"ENSRNOG00000015339","THC_O3_vs_VEH",0.616625373852915
"ENSRNOG00000015366","VEH_O3_vs_VEH",-2.04625540980712
"ENSRNOG00000015389","VEH_O3_vs_VEH",0.633688624255884
"ENSRNOG00000015397","THC_O3_vs_VEH_O3",2.07132937276723
"ENSRNOG00000015411","THC_O3_vs_VEH_O3",1.64023578271453
"ENSRNOG00000015423","VEH_O3_vs_VEH",1.04936520821664
"ENSRNOG00000015440","THC_O3_vs_VEH",1.04755426944182
"ENSRNOG00000015501","THC_O3_vs_VEH",1.34828412415402
"ENSRNOG00000015505","THC_vs_VEH_O3",3.95588815259098
"ENSRNOG00000015523","THC_O3_vs_VEH",-0.343483943177332
"ENSRNOG00000015534","THC_O3_vs_VEH",0.563695632458939
"ENSRNOG00000015560","THC_O3_vs_VEH",0.661169648577495
"ENSRNOG00000015619","THC_O3_vs_VEH",0.923350097313631
"ENSRNOG00000015670","VEH_O3_vs_VEH",1.10304362420144
"ENSRNOG00000015703","THC_O3_vs_VEH",-0.7018590252236
"ENSRNOG00000015773","VEH_O3_vs_VEH",-2.06793761240316
"ENSRNOG00000015813","THC_O3_vs_VEH",0.622318214309157
"ENSRNOG00000015822","VEH_O3_vs_VEH",1.38589276507619
"ENSRNOG00000015844","THC_O3_vs_VEH",-0.788227286580535
"ENSRNOG00000015850","VEH_O3_vs_VEH",-2.52379542932052
"ENSRNOG00000015888","THC_O3_vs_VEH",1.33797199940797
"ENSRNOG00000015903","THC_vs_VEH",-1.0864542470451
"ENSRNOG00000015936","THC_O3_vs_VEH",-0.612445146222151
"ENSRNOG00000015957","THC_O3_vs_VEH_O3",1.25688456621877
"ENSRNOG00000015967","THC_O3_vs_VEH",-0.857205860767188
"ENSRNOG00000015970","VEH_O3_vs_VEH",0.570662053520251
"ENSRNOG00000015980","THC_O3_vs_VEH",0.639537408368352
"ENSRNOG00000015986","THC_O3_vs_VEH",0.422735600376814
"ENSRNOG00000016029","THC_O3_vs_VEH",1.41800862611993
"ENSRNOG00000016033","THC_O3_vs_VEH",-0.729110265824551
"ENSRNOG00000016047","THC_O3_vs_VEH",0.81064637969203
"ENSRNOG00000016108","VEH_O3_vs_VEH",1.30643528674114
"ENSRNOG00000016119","THC_O3_vs_VEH",1.15217816948603
